country_code,country_name,region,sub_region,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),"Fertility rate, total (births per woman)",Fixed broadband subscriptions (per 100 people),GDP (current US$),GDP per capita (current US$),Individuals using the Internet (% of population),Land area (sq. km),"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Urban population (% of total population),5-year average GDP growth,5-year average GDP per capita growth,WGI - VoiceandAccountability,WGI - Political StabilityNoViolence,WGI - GovernmentEffectiveness,WGI - RegulatoryQuality,WGI - RuleofLaw,WGI - ControlofCorruption,Political rights score,Civil liberties score,Population aged 0 - 40
EGY,"Egypt, Arab Rep.",Africa,Northern Africa,4.947577,125.54537201,60.05364,3.28,7.56956556,303092255125.285,3019.20582861756,57.28286878,995450,71.99,94.97170247,98.8734692852479,1.97628434808829,100388073,42.73,4.754337691813876,2.587557193650648,-1.428673267364502,-1.066420555114746,-0.4235376715660095,-0.8277660012245178,-0.42084598541259766,-0.6702130436897278,6,12,0.7370093137356273
ESP,Spain,Europe,Southern Europe,8.97741413,2736.32324219,77.93588,1.24,33.41391156,1393490524517.64,29564.7448981723,90.71866533,499603.479,83.4853658536585,118.4398,93.6697920792501,0.714923607990018,47133521,80.565,2.844057844122854,2.559748031956206,1.0854531526565552,0.32287275791168213,0.99904465675354,1.050189733505249,0.9790521860122681,0.6467961072921753,37,53,0.424358915361274
EST,Estonia,Europe,Northern Europe,6.6878767,1552.96875,80.61685,1.66,32.53133562,31471100656.2431,23717.7994512337,89.53232756,43470,78.4975609756098,147.1771541,30.4112491373361,0.371554389037477,1326898,69.051,3.976753404062894,3.781475659982982,1.2104718685150146,0.6388936638832092,1.1747465133666992,1.591124176979065,1.281257152557373,1.5423293113708496,38,56,0.4694283438302388
ETH,Ethiopia,Africa,Sub-Saharan Africa,3.29555655,24.22611809,47.97613,4.146,0.059163576,95912590628.1412,855.760862280838,18.61805145,1129300.39,66.597,37.2180717,96.718782679248,2.57956334803926,112078730,21.225,8.914073763385884,6.04880705038295,-1.0461251735687256,-1.2795966863632202,-0.6345772743225098,-0.8889709115028381,-0.47347819805145264,-0.4064650535583496,9,13,0.8203132428511613
FIN,Finland,Europe,Northern Europe,9.037323,4515.67724609,80.17834,1.35,32.48281502,269296310180.392,48771.3737960281,89.60738511,303920,81.7853658536586,129.2443669,18.1479501184522,0.110191690491055,5521606,85.446,1.8576827132994835,1.6349376120067562,1.5889769792556763,0.9090824127197266,1.9293129444122314,1.8510150909423828,2.0221455097198486,2.1530814170837402,40,60,0.46372837742952544
FJI,Fiji,Oceania,Melanesia,3.42366552,214.55378723,61.47892,2.754,1.475184016,5496250694.31587,6175.88872032104,49.96637301,18270,67.444,117.8305767,48.3570333880679,0.729660242086809,889953,56.75,3.133540933863857,2.584813560883568,0.0941573828458786,0.8723140954971313,0.2040976732969284,-0.2174181044101715,-0.02575884945690632,0.5585566163063049,24,36,0.6869223724795074
FRA,France,Europe,Western Europe,11.25789452,4690.07226563,76.80465,1.87,45.69341975,2715518274227.45,40496.3640344875,83.33974409,547557,82.5780487804878,110.6100121,122.299435492561,0.134220009461089,67055854,80.709,1.560250939183334,1.3341741518461643,1.1416594982147217,0.313681036233902,1.384610891342163,1.4402916431427002,1.4120583534240723,1.3009679317474365,38,52,0.47423836365186495
GAB,Gabon,Africa,Sub-Saharan Africa,2.74503946,218.36860657,45.0251,3.922,1.027902783,16874450215.1351,7767.01340440788,50.32012015,257670,66.467,137.75384,8.22476423332169,2.48408920696695,2172579,89.741,2.2461761567047467,-0.6298276850292421,-1.0306549072265625,-0.17820948362350464,-0.8977532386779785,-0.957122266292572,-0.732850968837738,-0.9354914426803589,3,19,0.7857057376075796
GBR,United Kingdom,Europe,Northern Europe,9.99696255,4315.42773438,83.54968,1.65,39.66665893,2829108219165.8,42328.9002575769,92.51662855,241930,81.2048780487805,119.8975178,274.708981936924,0.564131113399897,66836327,83.652,1.793827049904852,1.1037931901557925,1.2636747360229492,0.5191885828971863,1.435908555984497,1.6258529424667358,1.6009106636047363,1.7748123407363892,39,54,0.49561003710437235
GEO,Georgia,Asia,Western Asia,7.11329746,312.74691772,83.73393,2.055,23.55677654,17477255545.6705,4697.98364793096,68.84671356,69490,73.767,134.7205052,65.0477623429791,-0.171565740223868,3720161,59.039,4.124706924165774,4.121413064400504,0.19604738056659698,-0.4458557963371277,0.8299232721328735,1.1220672130584717,0.30997923016548157,0.6684983968734741,23,37,0.5254954087996215
GHA,Ghana,Africa,Sub-Saharan Africa,3.53888083,77.91143036,59.96017,3.816,0.192380423,66983634223.943,2202.11556738065,37.88415262,227540,64.074,134.3193846,130.821429199262,2.16257788677108,30417856,56.707,5.302264364361216,2.9926751670385485,0.5842581987380981,0.09834696352481842,-0.21010401844978333,-0.11104956269264221,0.046889737248420715,-0.07903863489627838,35,47,0.7835146380129725
GIN,Guinea,Africa,Sub-Saharan Africa,3.93172431,38.31764221,49.42922,4.625,0.009787612,12296665331.192,962.839908587778,21.83002304,245720,61.602,100.7967429,50.5222122741332,2.83457538168629,12771246,36.5,7.348687727869148,4.474470119284894,-0.7485374808311462,-0.8306404948234558,-0.7787458300590515,-0.7698209285736084,-1.2090275287628174,-0.9049651026725769,14,24,0.8382911111413875
GMB,"Gambia, The",Africa,Sub-Saharan Africa,3.09379649,22.15542793,50.29381,5.154,0.194421809,1826073739.82522,777.811932084008,19.83645444,10120,62.05,139.5290282,225.30652173913,2.92185023710734,2347706,61.931,4.823140156973612,1.7592724140806806,-0.21623168885707855,0.11141347885131836,-0.6306759715080261,-0.6649197936058044,-0.37157607078552246,-0.2852225601673126,20,26,0.8414067531511639
GNB,Guinea-Bissau,Africa,Sub-Saharan Africa,6.99553871,53.29457474,43.23319,4.402,0.063875576,1339449165.48759,697.294926856786,3.930509152,28120,58.322,82.79258606,66.6539473684211,2.45652209459577,1920922,43.777,5.343231849708306,2.708315716225756,-0.458707332611084,-0.5626320242881775,-1.5144411325454712,-1.2333345413208008,-1.2640448808670044,-1.4539860486984253,17,27,0.8295767073746549
GNQ,Equatorial Guinea,Africa,Sub-Saharan Africa,2.99830961,314.29876709,41.05286,4.429,0.123760958,11026774945.3415,8131.92388810912,26.23999996,28050,58.735,45.16686721,46.6657397504456,3.528524074108,1355986,72.627,-7.105321780870374,-10.551735703005495,-1.8635632991790771,-0.19092559814453125,-1.3420116901397705,-1.5205161571502686,-1.4223147630691528,-1.7228856086730957,0,5,0.8344469174369571
GRC,Greece,Europe,Southern Europe,7.71544075,1566.89990234,68.42391,1.35,39.61582878,209852761132.839,19580.9883312318,75.67120669,128900,81.9390243902439,113.4494873,83.2651823118697,-0.146507836373936,10717169,79.388,0.9363107763757396,1.2626022198855384,0.9357267022132874,0.2909984588623047,0.40559032559394836,0.5298789739608765,0.19883795082569122,-0.011819170787930489,37,50,0.42346644188091476
GRD,Grenada,Americas,Latin America and the Caribbean,4.46386862,474.5328064,53.44488,2.042,22.83599546,1210603703.7037,10808.6721222084,59.07173536,340,72.397,104.2439033,327.805882352941,0.491370692894964,112003,36.396,4.135387526292362,3.551649919113272,0.7075140476226807,0.9597089886665344,-0.13592876493930817,-0.31319108605384827,0.17586329579353333,0.3397682011127472,37,52,0.6313726540597489
GTM,Guatemala,Americas,Latin America and the Caribbean,5.70716429,259.62017822,62.59562,2.822,3.139231107,76710355347.0968,4619.98525821971,40.70304908,107160,74.302,118.7279996,152.547125793206,1.56038604781094,16604026,51.439,3.37064243129169,1.7018227874345713,-0.31345415115356445,-0.5461909174919128,-0.6768408417701721,-0.22499264776706696,-1.0522887706756592,-0.8984203934669495,21,31,0.778499202542805
GUY,Guyana,Americas,Latin America and the Caribbean,5.93609333,295.55789185,55.49196,2.44,8.370376486,5173759527.57794,6609.58642503371,37.32583679,196850,69.906,82.97107151,3.95734823469647,0.481762010560315,782766,26.689,3.6046375318918553,3.0865553754627375,0.28004568815231323,-0.23707984387874603,-0.3860604763031006,-0.6206162571907043,-0.43134814500808716,-0.09189970791339874,30,43,0.6795614059741382
HND,Honduras,Americas,Latin America and the Caribbean,7.04958153,176.24726868,56.26791,2.427,4.005461868,25095395475.0393,2574.91219067443,32.13636364,111890,75.27,77.56759949,85.6870319063366,1.64064879291134,9746117,57.73,3.7850913616046618,2.0438776099431766,-0.5518603324890137,-0.5306973457336426,-0.6117631196975708,-0.49273231625556946,-1.0090796947479248,-0.8084532618522644,19,25,0.7575852532008909
